Taxonomy,Phylum,Class,Order,Family,Genus,Species
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;GCA-900066575;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,GCA-900066575,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Hungatella;bacterium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Hungatella,bacterium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium],Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,[Clostridium]
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;bacterium,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,bacterium
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;gut,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,gut
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;human,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,human
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;unidentified,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,unidentified
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;Lachnospira,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,Lachnospira
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;gut,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,gut
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;unidentified,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospira,unidentified
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospiraceae,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae,
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;Lachnotalea,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnotalea,Lachnotalea
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Moryella;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Moryella,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;Butyrivibrio,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Butyrivibrio
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;Pseudobutyrivibrio,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,Pseudobutyrivibrio
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Pseudobutyrivibrio;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Pseudobutyrivibrio,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;Robinsoniella,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Robinsoniella,Robinsoniella
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Butyrivibrio,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Butyrivibrio
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;unidentified,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,unidentified
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Sellimonas;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Sellimonas,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Syntrophococcus;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Syntrophococcus,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Tyzzerella;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella,uncultured
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Acetivibrio],Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Acetivibrio],
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Eubacterium],Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Eubacterium],
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;[Ruminococcus],Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,[Ruminococcus],
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;butyrate-producing,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,butyrate-producing
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;metagenome,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,metagenome
Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;uncultured;uncultured,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfosporosinus;Desulfosporosinus,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfosporosinus,Desulfosporosinus
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Peptococcus;uncultured,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Peptococcus,uncultured
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;SCADC1-2-3;terrestrial,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,SCADC1-2-3,terrestrial
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;metagenome,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,metagenome
Firmicutes;Clostridia;Clostridiales;Peptococcaceae;uncultured;uncultured,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,uncultured,uncultured
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Clostridioides;Clostridioides,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Clostridioides,Clostridioides
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Intestinibacter;uncultured,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Intestinibacter,uncultured
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Paeniclostridium;uncultured,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paeniclostridium,uncultured
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Paraclostridium;Paraclostridium,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Paraclostridium,Paraclostridium
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptoclostridium;uncultured,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptoclostridium,uncultured
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia;Romboutsia,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,Romboutsia
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Romboutsia;uncultured,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Romboutsia,uncultured
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Terrisporobacter;uncultured,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Terrisporobacter,uncultured
Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;uncultured;uncultured,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,uncultured,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Acetanaerobacterium;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Acetanaerobacterium,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Butyricicoccus;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Butyricicoccus,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;CAG-352;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,CAG-352,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Caproiciproducens;Clostridium,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Caproiciproducens,Clostridium
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;gut,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,gut
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;metagenome,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,metagenome
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;Flavonifractor,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Flavonifractor;unidentified,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,unidentified
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Fournierella;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fournierella,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas;Intestinimonas,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,Intestinimonas
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Intestinimonas;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Intestinimonas,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Negativibacillus;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Negativibacillus,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;Oscillibacter,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,Oscillibacter
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillibacter;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillibacter,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Oscillospira,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminiclostridium,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcaceae,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae,
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;metagenome,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,metagenome
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;unidentified,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,unidentified
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;UBA1819;Ruthenibacterium,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,UBA1819,Ruthenibacterium
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;UBA1819;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,UBA1819,uncultured
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;[Eubacterium],Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,[Eubacterium],
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;Intestinimonas,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,Intestinimonas
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;Teleopsis,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,Teleopsis
Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;uncultured;uncultured,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured
Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Dethiobacter;uncultured,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Dethiobacter,uncultured
Firmicutes;Clostridia;Thermoanaerobacterales;Family,Firmicutes,Clostridia,Thermoanaerobacterales,Family,,
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Candidatus,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Candidatus,
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenibacterium;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Catenibacterium,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Dielma;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Dielma,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;Erysipelatoclostridium,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,Erysipelatoclostridium
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;[Clostridium],Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,[Clostridium]
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;bacterium,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,bacterium
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;unidentified,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelatoclostridium,unidentified
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,Erysipelothrix
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelotrichaceae,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae,
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Eubacterium,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Eubacterium
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Faecalitalea,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,Faecalitalea
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;unidentified,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Faecalitalea,unidentified
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Holdemania;Holdemania,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Kandleria;Kandleria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Kandleria,Kandleria
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Solobacterium;gut,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Solobacterium,gut
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;Turicibacter,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,Turicibacter
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Turicibacter;uncultured,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Turicibacter,uncultured
Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;[Clostridium],Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,[Clostridium],
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;uncultured,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,uncultured
Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Succiniclasticum;uncultured,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,uncultured
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerosporomusa;Anaerosporomusa,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerosporomusa,Anaerosporomusa
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Anaerovibrio;Anaerovibrio,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Anaerovibrio,Anaerovibrio
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;Dialister,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,Dialister
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;gut,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,gut
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Dialister;uncultured,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Dialister,uncultured
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;Megasphaera,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Megasphaera;uncultured,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,uncultured
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Negativicoccus;Tissierellia,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Negativicoccus,Tissierellia
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;Veillonella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,Veillonella
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;uncultured,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,uncultured
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Veillonella;unidentified,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Veillonella,unidentified
Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;uncultured;Mitsuokella,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,Mitsuokella
Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;uncultured;uncultured,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured,
Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Fuchsiella;Fuchsiella,Halanaerobiaeota,Halanaerobiia,Halanaerobiales,Halobacteroidaceae,Fuchsiella,Fuchsiella
Kiritimatiellaeota;Kiritimatiellae;WCHB1-41;uncultured,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,uncultured,,
Nitrospirae;Thermodesulfovibrionia;uncultured;marine,Nitrospirae,Thermodesulfovibrionia,uncultured,marine,,
Patescibacteria;Berkelbacteria;Candidatus,Patescibacteria,Berkelbacteria,Candidatus,,,
Patescibacteria;Berkelbacteria;uncultured,Patescibacteria,Berkelbacteria,uncultured,,,
Patescibacteria;Microgenomatia;Candidatus,Patescibacteria,Microgenomatia,Candidatus,,,
Patescibacteria;Saccharimonadia;Saccharimonadales;Candidatus,Patescibacteria,Saccharimonadia,Saccharimonadales,Candidatus,,
Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;uncultured,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,uncultured,
Patescibacteria;Saccharimonadia;Saccharimonadales;metagenome,Patescibacteria,Saccharimonadia,Saccharimonadales,metagenome,,
Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;Rhizobium,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium
Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;Roseovarius,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius
Proteobacteria;Alphaproteobacteria;uncultured;uncultured,Proteobacteria,Alphaproteobacteria,uncultured,uncultured,,
Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;uncultured;uncultured,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,uncultured,uncultured
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;uncultured,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,uncultured
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;Bilophila,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,Bilophila
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;gut,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,gut
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Bilophila;uncultured,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Bilophila,uncultured
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Candidatus,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Candidatus
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;bacterium,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,bacterium
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Lawsonia;Lawsonia,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Lawsonia,Lawsonia
Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;uncultured;uncultured,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,uncultured,uncultured
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Burkholderia-Caballeronia-Paraburkholderia;Burkholderia,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Lautropia;uncultured,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Lautropia,uncultured
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Parasutterella;gut,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Parasutterella,gut
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Pusillimonas;uncultured,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pusillimonas,uncultured
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;Sutterella,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sutterella,Sutterella
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;gut,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sutterella,gut
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;metagenome,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sutterella,metagenome
Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Sutterella;uncultured,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sutterella,uncultured
